T,Open,High,Low,Close,Volume BTC,Volume USD,BV,C,H,L,O,V,P
2015-05-01,235.75,239.23,231.04,231.96,6622.93,1555055.46,11.64806383,0.00606716,0.00618,0.00595897,0.00607867,1913.12008218,0.5
2015-05-02,231.96,234.9,229.87,233.9,4381.68,1018305.56,8.94554043,0.00600736,0.00616309,0.00600736,0.00605421,1475.1412041,0.5
2015-05-03,233.9,242.25,232.31,239.18,4422.59,1057142.04,9.22657139,0.00590554,0.00616141,0.00586585,0.00600793,1539.91707854,0.5
2015-05-04,239.18,242.2,236.07,237.93,7163.19,1709074.08,10.41885421,0.0058688,0.00605057,0.00586558,0.00590517,1755.35182734,0.5
2015-05-05,237.93,238.99,229.66,234.37,8788.82,2054652.32,13.93419871,0.00591413,0.00600918,0.00583727,0.00587122,2358.99337196,0.5
2015-05-06,234.37,235.98,227.01,229.78,8708.99,2028662.13,12.37203194,0.00605045,0.00605057,0.00561,0.0060060700000000005,2100.82254285,0.5
2015-05-07,229.78,240.0,227.35,236.82,10896.59,2541351.14,9.58597487,0.00614566,0.00614566,0.00597278,0.00605045,1588.24855797,0.5
2015-05-08,236.82,246.57,235.29,243.16,9617.81,2320081.36,7.62257496,0.0060955,0.00632199,0.00600079,0.00607245,1243.9902466,0.5
2015-05-09,243.16,247.01,238.62,241.4,5562.4,1347017.52,20.02288845,0.00602452,0.0061887,0.00592023,0.00602014,3323.22897331,0.5
2015-05-10,241.4,244.99,238.02,239.08,3493.96,841527.88,6.46076277,0.005934399999999999,0.00603854,0.00587012,0.00601708,1084.5649087000004,0.5
2015-05-11,239.08,241.0,237.99,239.0,5171.02,1237018.64,12.9370651,0.00593001,0.0061394200000000005,0.00587892,0.00593445,2162.716288,0.5
2015-05-12,240.06,242.0,238.56,241.3,5822.43,1401760.94,3.45232617,0.005971,0.006,0.00587892,0.00599971,580.15896667,0.5
2015-05-13,241.3,244.14,235.06,236.9,9233.25,2223629.39,13.02414951,0.00600835,0.0061998800000000005,0.00590002,0.00597098,2164.84370663,0.5
2015-05-14,236.9,239.7,232.22,236.95,7711.21,1825553.83,9.79495769,0.00612153,0.00618037,0.00594101,0.00613632,1618.55317388,0.5
2015-05-15,236.95,239.28,235.12,237.12,4517.94,1071658.38,12.79164412,0.0060627,0.00614771,0.00598238,0.00604089,2105.43144494,0.5
2015-05-16,237.12,237.4,234.0,235.6,3118.36,735930.74,4.91415306,0.00619699,0.00619999,0.00606542,0.00606542,799.11207709,0.5
2015-05-17,235.6,237.0,234.15,236.05,2628.86,620341.93,20.72633603,0.00608378,0.00630187,0.0060459,0.00618,3386.77350311,0.75
2015-05-18,236.05,236.94,231.44,232.24,7421.78,1745036.34,9.93513761,0.00615001,0.00620444,0.00607809,0.0060850900000000005,1616.20125068,1.0
2015-05-19,232.24,234.24,230.86,231.69,5562.18,1294154.8,24.39707341,0.00630812,0.0063346900000000005,0.00607186,0.0062,3973.12875787,1.0
2015-05-20,231.69,234.86,231.0,233.8,7681.74,1794259.53,9.1760135,0.00619179,0.00631147,0.00616022,0.0063100000000000005,1471.85931648,1.0
2015-05-21,233.8,236.52,233.75,235.49,4586.63,1079198.12,7.97949874,0.0062341,0.00634773,0.00613113,0.00628069,1282.38924407,1.0
2015-05-22,235.49,240.9,232.92,238.99,10421.69,2467303.72,59.50066501,0.00750003,0.00783897,0.00624523,0.00630632,8212.32999465,0.5
2015-05-23,238.99,240.67,237.4,237.71,3295.19,788510.89,25.32257518,0.007490000000000002,0.00787822,0.007296300000000001,0.0075926000000000006,3344.44808248,0.5
2015-05-24,237.71,241.64,237.66,239.68,2864.64,687061.13,8.70787018,0.00757293,0.0076562,0.007490000000000002,0.007490000000000002,1150.78335907,0.5
2015-05-25,239.68,240.1,233.1,235.48,5297.76,1252273.58,51.94416643,0.00745814,0.00960192,0.0074017,0.00761999,6754.67733185,0.5
2015-05-26,235.48,236.23,235.0,236.21,474.9,111811.92,31.24506487,0.00764456,0.00769695,0.007425,0.0075000000000000015,4140.40249811,0.5
2015-05-27,236.21,237.35,234.0,235.34,8615.67,2030192.16,29.49161412,0.007746899999999998,0.00794573,0.00759,0.00764432,3815.26080466,0.5
2015-05-28,235.34,236.8,234.87,236.46,4983.03,1175844.36,8.4049364,0.00772,0.0078492,0.0077,0.007746899999999998,1087.4852575999996,0.5
2015-05-29,236.46,236.52,234.0,236.02,6208.04,1461920.02,16.45019811,0.00767999,0.0077643500000000015,0.00761815,0.00772,2143.14613612,0.5
2015-05-30,236.02,236.21,231.0,232.07,4263.02,993683.46,12.34884655,0.0076959,0.0078428,0.00765,0.00767999,1602.45018609,0.75
2015-05-31,232.07,232.51,228.0,229.08,4385.74,1013021.49,15.82921532,0.00705002,0.00777727,0.00701123,0.0076959,2135.94587425,1.0
2015-06-01,229.08,231.2,220.65,223.67,12135.65,2734668.41,5.67458636,0.00718,0.00732248,0.007050330000000001,0.00705034,789.55558771,1.0
2015-06-02,223.67,226.38,221.34,224.78,7796.34,1744459.32,13.75229617,0.0072900000000000005,0.00738329,0.007179730000000001,0.0072,1888.86928199,1.0
2015-06-03,224.78,226.99,222.57,225.11,5730.82,1289882.15,24.12718018,0.00759753,0.0076183000000000015,0.00727754,0.0072900000000000005,3253.54180002,1.0
2015-06-04,225.11,225.98,222.0,222.37,4892.73,1098677.11,11.18912737,0.00736101,0.00751761,0.00730554,0.007476300000000002,1511.98764215,1.0
2015-06-05,222.37,225.9,219.03,224.49,7893.14,1761179.04,6.741160099999999,0.0077911000000000005,0.00790251,0.00735744,0.00743399,892.51142885,1.0
2015-06-06,224.49,225.26,223.07,224.36,2585.82,580288.75,10.09918714,0.00775589,0.00793541,0.00770533,0.0077911000000000005,1290.04941576,1.0
2015-06-07,224.36,225.48,221.86,222.86,3473.44,778011.72,6.71829363,0.00776101,0.00780537,0.007673899999999998,0.00780537,870.56243062,1.0
2015-06-08,222.86,229.4,222.09,228.11,8948.31,2021873.39,15.95568397,0.00779144,0.00794569,0.007626000000000002,0.00776304,2041.5189541,1.0
2015-06-09,228.11,230.79,226.67,229.49,9116.02,2089239.29,4.85209986,0.00780906,0.0079313,0.00779323,0.00785868,616.70940746,1.0
2015-06-10,229.49,229.75,226.83,227.51,6347.54,1449250.42,8.663763699999999,0.00764752,0.0078598,0.00754601,0.00782445,1125.75907341,1.0
2015-06-11,227.51,229.57,227.25,229.01,4721.47,1080607.18,8.63348763,0.0077360200000000014,0.0078185,0.00756275,0.00764772,1118.95360543,1.0
2015-06-12,229.01,230.7,228.29,229.61,5893.36,1353909.39,8.13058106,0.00778664,0.0079,0.00766321,0.00774133,1045.00729687,1.0
2015-06-13,229.61,232.03,228.06,231.51,3931.71,906453.07,15.69793178,0.00792037,0.00809,0.00769834,0.0078,1988.64070688,1.0
2015-06-14,231.51,234.0,230.94,231.77,3541.16,822490.29,20.04132819,0.00851027,0.0089,0.00792512,0.00792512,2348.81784492,1.0
2015-06-15,231.77,237.09,231.55,235.92,10453.01,2450622.3,33.15513428,0.00838002,0.0086791,0.00829,0.00851439,3963.55997603,1.0
2015-06-16,235.92,252.05,234.35,248.75,17375.21,4215461.57,76.6631575,0.0115,0.01167105,0.00838129,0.0083813,7666.62618028,1.0
2015-06-17,248.75,257.39,243.2,245.78,17474.9,4374712.59,140.75720901,0.0114054,0.01288992,0.01097139,0.0115,11749.53287143,1.0
2015-06-18,245.78,251.58,240.0,248.09,11164.4,2751456.26,69.47139967,0.0123749,0.0128,0.01130023,0.01159154,5690.59750687,1.0
2015-06-19,248.09,249.93,242.14,243.42,6749.43,1662685.74,46.09423346,0.01138199,0.01265087,0.0108354,0.01237481,4024.72350519,1.0
2015-06-20,243.42,245.56,239.93,244.69,4503.01,1091957.3,24.35659689,0.01237364,0.012568799999999998,0.01118794,0.01138262,2023.34754849,1.0
2015-06-21,244.69,245.0,241.06,243.37,1960.74,476876.23,70.55043384,0.01239999,0.01278187,0.01130009,0.01237364,5771.99968376,1.0
2015-06-22,243.37,247.99,242.64,247.09,4980.1,1222121.12,24.10113161,0.0120384,0.01238039,0.01192005,0.01221152,1991.51509557,1.0
2015-06-23,247.09,247.25,242.14,243.78,5073.39,1240089.41,36.97576813,0.01218381,0.01244399,0.01194046,0.01212265,3017.51881629,1.0
2015-06-24,243.78,244.14,238.2,240.69,6597.99,1592022.64,43.09731173,0.01154999,0.01235333,0.01143277,0.01214073,3581.2004372,1.0
2015-06-25,240.69,242.9,239.18,241.65,5160.95,1245520.61,28.05870841,0.01178537,0.01195699,0.01114,0.01162,2416.59892981,1.0
2015-06-26,241.65,243.44,240.0,243.2,5140.84,1242790.18,9.59853739,0.01168325,0.012,0.01159451,0.01177519,814.78733115,1.0
2015-06-27,243.2,252.0,242.36,251.17,7113.62,1759788.81,32.27015019,0.01235113,0.01257998,0.01168984,0.01176601,2642.94880919,1.0
2015-06-28,251.17,251.4,247.04,248.9,5867.88,1462975.04,32.59410634,0.0124261,0.01261008,0.01219861,0.01242,2623.68341211,1.0
2015-06-29,248.9,256.94,248.15,256.38,15337.97,3891883.52,85.36028017,0.01459067,0.015022999999999996,0.01224999,0.01242611,6116.69871706,1.0
2015-06-30,256.38,268.0,255.0,264.13,19956.78,5235444.48,123.6401585,0.01560141,0.01664269,0.01457999,0.01467918,7886.67534094,1.0
2015-07-01,264.13,265.25,253.81,257.07,13366.47,3446154.53,50.50233752,0.01530758,0.01560141,0.01471309,0.01545821,3292.9072849,1.0
2015-07-02,257.07,260.77,253.19,254.69,9722.57,2489354.9,30.75688353,0.01591105,0.0162535,0.01507949,0.01530757,1936.74597645,1.0
2015-07-03,254.69,256.44,252.4,255.86,8654.59,2204571.62,29.14074496,0.01631637,0.01639999,0.01581,0.01611499,1802.21084087,0.75
2015-07-04,255.86,261.28,254.05,260.74,7843.22,2019244.25,37.8442616,0.01606505,0.016699900000000004,0.0158,0.0163695,2332.57885568,1.0
2015-07-05,260.74,274.74,258.75,270.33,20910.74,5564645.13,126.69283854,0.0182642,0.0182642,0.01531457,0.01606378,7683.38052732,0.75
2015-07-06,270.33,278.54,267.13,269.47,20312.49,5551215.57,238.35889869,0.01982764,0.02110973,0.01724009,0.01810035,12364.48183836,0.5
2015-07-07,269.47,271.69,264.01,266.18,13614.5,3633491.82,152.34111121,0.01955638,0.02059994,0.01864189,0.02015666,7725.58222333,0.5
2015-07-08,266.18,273.0,263.01,269.39,14420.88,3865656.2,266.77903045,0.02365356,0.02409999,0.01948995,0.01982995,12210.40367287,0.25
2015-07-09,269.39,271.98,265.92,269.65,13965.07,3759916.62,444.35924411,0.02832974,0.02998996,0.0225,0.02365425,16614.63607432,0.0
2015-07-10,269.65,294.71,268.63,286.61,29175.43,8298807.96,1004.74911714,0.01558014,0.032494300000000004,0.01384342,0.02832959,45778.53661029,0.0
2015-07-11,286.61,298.05,283.88,292.02,11468.25,3354503.61,263.09070215,0.01478138,0.01708452,0.01252113,0.01579998,17922.19424435,0.0
2015-07-12,292.02,317.99,291.64,310.24,22483.42,6896100.33,215.03725043,0.01683216,0.01832456,0.0145,0.01485389,12884.11832436,0.0
2015-07-13,310.24,310.73,281.0,292.0,29753.17,8674485.99,183.97685773,0.016041200000000002,0.01702432,0.01464,0.01671802,11533.53021976,0.0
2015-07-14,292.0,297.13,286.02,287.96,10331.15,3007819.74,65.96050461,0.01580067,0.016789000000000002,0.0153267,0.01604117,4095.02622789,0.0
2015-07-15,287.96,293.7,285.4,285.55,9139.09,2654830.77,61.38692365,0.01459992,0.01611476,0.01403426,0.01580398,3995.6509832,0.0
2015-07-16,285.55,292.4,274.92,277.23,21306.73,6000087.33,147.75581967,0.01311493,0.015095,0.012,0.0146,11218.09375918,0.25
2015-07-17,278.27,280.73,272.31,279.43,11791.54,3263317.61,85.20899533,0.01333606,0.01423705,0.01249568,0.01323385,6362.33533973,0.25
2015-07-18,279.43,283.0,276.73,276.73,9438.44,2631336.95,55.34589378,0.01450362,0.0152,0.0132964,0.01358121,3876.07723157,0.0
2015-07-19,276.73,278.1,275.12,275.5,4922.56,1359445.35,25.80607826,0.013780700000000002,0.01469391,0.01304696,0.014415,1843.45383056,0.25
2015-07-20,275.5,279.16,274.62,277.73,8914.57,2471553.26,37.83941676,0.01416,0.0141903,0.01322811,0.01359271,2785.26886846,0.0
2015-07-21,277.73,281.07,276.28,276.48,8831.73,2465410.35,32.48183839,0.01364043,0.01438,0.01348601,0.01419692,2340.37442558,0.25
2015-07-22,276.48,277.93,275.0,277.93,8397.47,2321796.93,31.79485362,0.0138935,0.014,0.01348601,0.01379564,2306.51714867,0.25
2015-07-23,277.93,278.55,275.79,276.67,6582.58,1824262.52,28.04514452,0.01359455,0.013940000000000001,0.01353664,0.0138935,2048.49488695,0.25
2015-07-24,276.67,290.02,275.9,289.96,13542.88,3848904.21,99.63831422,0.01595959,0.0165,0.01359463,0.01376533,6566.5515471,0.0
2015-07-25,289.96,292.0,286.5,289.34,6912.1,1999546.59,69.95969394,0.0162606,0.01715591,0.0156101,0.01595943,4274.44680264,0.0
2015-07-26,289.34,294.0,287.41,292.84,5451.14,1589174.72,51.12445907,0.01592213,0.01635391,0.01506942,0.01626716,3232.36621392,0.0
2015-07-27,292.84,297.44,286.43,294.27,14479.23,4226344.3,39.95352295,0.01594001,0.016236,0.01562467,0.01598937,2489.04223937,0.0
2015-07-28,294.27,297.0,292.19,293.84,8973.72,2643989.23,67.32173677,0.01723459,0.01748969,0.01590367,0.01594002,3937.40492351,0.0
2015-07-29,293.84,294.67,287.27,289.63,10200.93,2965535.82,65.27928768,0.0166,0.01758224,0.016300000000000002,0.0172,3880.55800329,0.0
2015-07-30,289.63,290.23,284.53,287.73,7987.07,2298107.6,33.96925015,0.01612116,0.01669999,0.01551259,0.01669999,2123.90605636,0.0
2015-07-31,287.73,289.0,281.8,284.39,7806.41,2218539.42,29.87128833,0.016295,0.01664852,0.01590325,0.01590325,1828.8391919,0.0
2015-08-01,284.39,285.16,276.66,280.77,7104.93,1992579.09,53.02170646,0.01479518,0.01649801,0.01462101,0.0163635,3468.61133641,0.0
2015-08-02,280.77,282.9,276.57,281.5,4504.34,1258557.7,71.39853539,0.01481449,0.01499999,0.01399999,0.01479518,4970.10156068,0.0
2015-08-03,281.5,285.8,279.52,282.72,6191.27,1753353.95,68.08474756,0.01491007,0.0155108,0.01454444,0.01499657,4473.635786800001,0.0
2015-08-04,282.72,285.88,280.26,284.65,6341.12,1798604.43,26.9420248,0.01556263,0.01575897,0.01481008,0.01481008,1747.55944249,0.0
2015-08-05,284.65,285.86,280.63,281.99,6265.79,1770641.93,12.73553832,0.015247700000000001,0.01561274,0.01509772,0.0153,827.68844042,0.0
2015-08-06,281.99,281.99,281.99,281.99,0.0,0.0,36.47965142,0.01462365,0.01549998,0.014479,0.01524416,2461.21033933,0.0
2015-08-07,281.99,281.99,277.43,279.01,4153.05,1158954.0,33.17806367,0.01492866,0.01517006,0.01433801,0.01462654,2232.76647723,0.0
2015-08-08,279.01,279.97,260.41,261.71,10196.43,2760954.37,28.95762137,0.01477006,0.01516996,0.01452367,0.01509999,1947.30919074,0.0
2015-08-09,261.71,268.95,261.01,265.36,8992.5,2374804.25,22.58914713,0.01477555,0.01512666,0.01451,0.01498607,1520.27440363,0.0
2015-08-10,265.36,266.79,261.6,264.33,9762.3,2579884.33,17.14444489,0.01484108,0.015045,0.0146817,0.01477555,1154.89822635,0.0
2015-08-11,264.33,270.87,263.64,270.0,8309.4,2211924.7,23.4240346,0.01534993,0.01534993,0.01484714,0.01484714,1544.35320504,0.0
2015-08-12,270.0,271.5,265.71,268.51,8958.14,2402394.96,21.64667444,0.01510799,0.01537693,0.01487862,0.01525721,1433.59671767,0.0
2015-08-13,268.51,269.37,262.32,264.65,11012.75,2920632.41,22.58910189,0.01459233,0.01498811,0.01451001,0.01495007,1534.61826065,0.0
2015-08-14,264.65,266.99,262.0,265.71,8078.55,2139186.76,24.74124313,0.01523971,0.01524398,0.014601300000000001,0.01477993,1649.67819415,0.0
2015-08-15,265.71,266.5,260.45,261.03,5325.65,1408972.75,7.26423577,0.01503738,0.01524304,0.01500012,0.01506985,481.26843924,0.0
2015-08-16,261.03,262.2,254.01,256.09,9784.83,2520197.88,15.58500989,0.01550167,0.01551548,0.01494901,0.01502714,1021.45343212,0.0
2015-08-17,256.09,259.12,254.63,256.66,8544.68,2195673.39,14.99751569,0.015318100000000001,0.01569473,0.01519543,0.01540188,972.90085166,0.0
2015-08-18,256.66,256.99,245.05,246.0,11560.09,2922457.54,32.61639855,0.01553111,0.016,0.01529305,0.01543886,2106.35252026,0.0
2015-08-19,246.0,246.0,221.11,227.1,28563.8,6613615.77,36.33786914,0.015412,0.01556007,0.01496133,0.01550001,2381.61273733,0.0
2015-08-20,227.1,236.66,226.01,235.95,16008.51,3735462.71,38.95404452,0.0154,0.01560389,0.01510855,0.015412,2520.75284915,0.0
2015-08-21,235.95,236.66,231.77,233.27,10039.9,2347247.27,16.44349989,0.01535,0.01550666,0.01529912,0.01532058,1068.49438475,0.0
2015-08-22,233.27,235.2,223.01,230.47,16002.99,3667961.32,17.98176472,0.01528163,0.01550666,0.01528163,0.01535,1169.49073805,0.0
2015-08-23,230.47,234.03,227.13,228.47,7473.26,1725083.07,50.25544234,0.01479161,0.01545546,0.0147,0.01545546,3373.27942423,0.0
2015-08-24,228.47,228.99,207.73,211.79,37272.75,8106706.15,52.70864699,0.01412797,0.01503701,0.0140458,0.01503701,3652.53383918,0.0
2015-08-25,211.79,228.04,198.12,221.64,42103.77,9040638.86,68.57944407,0.01335025,0.0143816,0.01225081,0.01437057,5144.81794771,0.0
2015-08-26,221.64,231.09,219.77,225.17,24502.89,5543744.64,52.06442598,0.01310488,0.01376269,0.01289627,0.01335313,3936.95871785,0.0
2015-08-27,225.17,228.89,223.17,223.8,14442.78,3267192.5,16.05120738,0.0128,0.0132899,0.0128,0.0131,1230.1733468,0.0
2015-08-28,223.8,235.93,220.29,232.09,22724.23,5200095.43,22.04243982,0.01276099,0.01298248,0.01230001,0.01298248,1755.93926585,0.0
2015-08-29,232.09,233.9,226.67,229.23,15403.85,3546302.36,21.18083109,0.01242651,0.01277133,0.0123,0.01273507,1690.69233339,0.0
2015-08-30,229.23,232.75,225.04,228.43,15797.35,3604475.76,8.84908625,0.0124466,0.0126072,0.01227195,0.01260356,711.61440851,0.0
2015-08-31,228.43,232.49,224.39,229.84,15220.01,3483770.74,7.09837185,0.01236,0.01258518,0.0123,0.01246588,573.24628641,0.0
2015-09-01,229.84,231.67,226.17,227.65,23816.39,5435475.61,12.76905176,0.0124839,0.01248586,0.0123,0.012423299999999998,1033.61287927,0.0
2015-09-02,227.65,230.77,226.0,228.77,21569.59,4931694.75,41.27161463,0.01236911,0.01248116,0.01200001,0.01248116,3401.67592383,0.0
2015-09-03,228.77,229.96,226.5,226.79,19714.63,4489055.76,26.31272827,0.01169098,0.01243999,0.01137798,0.01224991,2225.71974227,0.0
2015-09-04,226.79,231.4,226.33,231.09,20890.72,4791065.22,12.85999987,0.011833,0.01187138,0.01153283,0.01167098,1093.21157225,0.0
2015-09-05,231.09,237.22,229.23,235.45,20028.27,4675054.57,12.19723315,0.01242656,0.012631,0.0115738,0.0118253,1008.32601161,0.0
2015-09-06,235.45,244.2,235.02,240.45,25523.35,6136017.84,18.96488008,0.01297753,0.01299,0.01221458,0.01258183,1490.69691686,0.0
2015-09-07,240.45,242.91,238.44,240.12,23160.77,5569212.84,7.66747496,0.0127546,0.01289856,0.01248523,0.01272248,603.26571156,0.0
2015-09-08,240.12,246.24,239.89,244.04,23713.93,5778734.49,15.32791833,0.01248482,0.01297991,0.01244007,0.01275414,1208.20290981,0.0
2015-09-09,244.04,244.22,237.01,237.96,23263.18,5582113.93,10.903462,0.01219974,0.01254544,0.01217672,0.01248482,883.73251727,0.0
2015-09-10,237.96,241.65,234.78,238.5,20541.17,4912126.42,7.57187077,0.01219374,0.0125463,0.01218873,0.01237558,618.35905649,0.0
2015-09-11,238.5,240.94,237.5,239.94,13813.07,3310863.21,10.80254625,0.01231997,0.01237912,0.01206,0.01232957,882.63104794,0.0
2015-09-12,239.94,240.0,233.02,235.61,12452.61,2953565.27,8.43143048,0.012040200000000001,0.01237,0.01194871,0.01231997,695.03838185,0.0
2015-09-13,235.61,236.09,228.0,230.17,18652.71,4316617.77,11.40956219,0.01226784,0.01226786,0.01198646,0.012040200000000001,940.46907107,0.0
2015-09-14,230.17,232.92,223.99,229.51,17592.99,4038784.07,22.80097999,0.01233963,0.01244,0.01200103,0.01211281,1856.3886185,0.0
2015-09-15,229.51,231.21,226.5,229.3,16362.58,3761713.94,33.38642349,0.01230149,0.01242648,0.01200005,0.01233982,2744.34185908,0.0
2015-09-16,229.3,230.0,223.0,227.85,15080.6,3425654.89,16.97375379,0.01229928,0.01236,0.01207037,0.0122935,1394.42185319,0.0
2015-09-17,227.85,235.0,227.0,232.44,14590.39,3367136.42,12.59077969,0.01255892,0.01255892,0.01207224,0.01218,1025.60823895,0.0
2015-09-18,232.44,234.4,230.83,232.82,19329.16,4504783.52,8.98143597,0.012630500000000001,0.01284364,0.01241386,0.01243584,708.98585019,0.0
2015-09-19,232.82,233.76,229.98,230.23,11239.65,2603719.84,7.74521799,0.01239407,0.01274,0.0121169,0.01262642,621.95282734,0.0
2015-09-20,230.23,231.7,229.01,230.29,13163.49,3032926.37,3.52614483,0.01236122,0.01239407,0.0121,0.01231,287.47148652,0.0
2015-09-21,230.29,230.34,225.0,225.93,13979.61,3174904.24,9.59075144,0.01226001,0.0124,0.01207247,0.01236121,781.56711423,0.0
2015-09-22,226.15,231.96,223.12,229.59,18901.15,4313428.34,6.50133822,0.01235999,0.01244084,0.012225,0.01226002,528.27223654,0.0
2015-09-23,230.08,231.5,228.0,229.41,13541.0,3115694.32,10.89992128,0.0122713,0.01256999,0.01219042,0.01235999,886.33267407,0.0
2015-09-24,229.42,235.52,228.89,233.19,23959.71,5551743.34,4.50945935,0.01245,0.01248404,0.01230916,0.01245626,362.98054328,0.0
2015-09-25,233.88,237.25,232.56,235.13,22472.07,5285210.99,18.89497913,0.01221629,0.01248,0.01216048,0.01245,1530.80425254,0.0
2015-09-26,235.14,235.67,233.0,233.89,15034.03,3523048.07,4.23303556,0.01235153,0.01245999,0.012172200000000001,0.01233969,344.87621296,0.0
2015-09-27,233.81,234.61,231.16,231.91,17283.89,4019534.29,4.22174388,0.01234,0.01243999,0.01218004,0.0122106,343.16476683,0.0
2015-09-28,232.4,239.68,231.69,239.0,17516.84,4157771.7,20.76074512,0.01278665,0.01279999,0.01218479,0.012195000000000001,1656.12612544,0.0
2015-09-29,239.14,240.56,235.09,236.71,19556.79,4647432.49,14.98469406,0.0125582,0.01325257,0.01253289,0.01279734,1169.79227611,0.0
2015-09-30,236.78,238.27,234.67,236.65,20602.4,4868955.65,9.17068217,0.01278665,0.01285442,0.01247336,0.01254592,725.5696807999999,0.0
2015-10-01,236.19,239.44,235.01,237.52,20053.8,4755143.56,12.60106004,0.012853899999999998,0.012855000000000002,0.01247339,0.01263677,993.51777557,0.0
2015-10-02,237.15,239.06,235.0,237.69,16889.46,4011577.62,10.62861285,0.01260996,0.012855000000000002,0.01246462,0.01284393,837.12581884,0.0
2015-10-03,237.77,239.86,236.3,238.77,17807.25,4243470.37,5.53236369,0.01269958,0.01269961,0.01248002,0.01260997,438.18177869,0.0
2015-10-04,239.06,239.98,237.62,238.4,14937.72,3568930.36,7.06279873,0.01260496,0.01287757,0.01248502,0.01269958,556.95094617,0.0
2015-10-05,238.6,240.57,236.1,240.53,20080.15,4783286.22,18.28852598,0.01263444,0.0126642,0.01240001,0.012605,1450.59876285,0.0
2015-10-06,240.85,248.19,239.52,246.93,26660.11,6479338.48,36.9793835,0.01295137,0.01295137,0.01241001,0.01265995,2917.19377387,0.0
2015-10-07,246.79,247.65,242.3,243.47,23728.8,5814066.37,18.65200588,0.01273331,0.01290389,0.01254,0.01266816,1464.92479403,0.0
2015-10-08,243.47,244.76,242.06,243.41,13785.97,3359588.79,9.99871313,0.01256852,0.01284538,0.01241001,0.0127276,793.46789179,0.0
2015-10-09,243.29,244.95,242.16,244.49,14078.43,3428059.53,10.37851923,0.01270999,0.01275998,0.0125681,0.01256835,818.21808632,0.0
2015-10-10,244.49,246.43,243.0,245.72,17279.47,4231167.2,5.66518806,0.0126105,0.01275416,0.01260705,0.01271,446.21395947,0.0
2015-10-11,245.71,248.5,244.53,247.83,18945.03,4682787.16,4.67236517,0.01279589,0.01279619,0.01261007,0.01262017,367.30030388,0.0
2015-10-12,248.05,248.47,245.01,245.48,10507.17,2593320.33,15.68542946,0.0127899,0.01296853,0.012525,0.01279589,1236.01970925,0.0
2015-10-13,245.81,250.89,242.82,248.69,25785.95,6351641.49,8.73531507,0.01275498,0.01278999,0.0126,0.01278985,686.14794044,0.0
2015-10-14,249.97,255.93,248.06,252.46,26881.16,6737959.74,7.06898792,0.01252911,0.0127899,0.01234,0.012755,565.77888386,0.0
2015-10-15,252.47,256.5,250.3,254.44,21895.64,5578740.83,14.24567937,0.01200883,0.01252896,0.01200136,0.01252896,1170.57970155,0.0
2015-10-16,254.49,267.0,253.69,262.5,33657.67,8783403.13,7.05009873,0.0118,0.01226212,0.01161002,0.01226212,591.30702167,0.0
2015-10-17,263.09,273.0,260.8,268.99,25102.03,6740958.58,6.56350909,0.01137274,0.01189133,0.011201000000000001,0.0118,571.04133776,0.0
2015-10-18,270.04,271.17,260.0,261.0,9651.58,2553365.04,11.94921324,0.01160831,0.01161609,0.01120635,0.01136522,1048.59149135,0.0
2015-10-19,260.99,266.01,259.82,264.43,16353.66,4289133.96,9.71293745,0.01156984,0.01168438,0.01128,0.01158438,840.05975408,0.0
2015-10-20,264.28,272.95,262.67,270.23,28660.58,7638164.61,7.48918199,0.01135967,0.01156993,0.01120604,0.01156993,658.28230068,0.0
2015-10-21,270.3,272.69,264.0,267.8,20286.19,5450048.68,9.05762153,0.01141979,0.01170037,0.01129541,0.01135994,788.04563852,0.0
2015-10-22,267.9,280.04,267.39,275.3,28004.6,7665954.22,35.61808873,0.01129839,0.01159994,0.01120764,0.01142603,3118.71893695,0.0
2015-10-23,275.12,280.19,273.46,277.71,21426.74,5944078.44,14.7497746,0.01109071,0.01149965,0.01109071,0.01130309,1319.37549487,0.0
2015-10-24,278.6,283.0,278.22,282.59,20060.55,5618365.29,3.2400179,0.01095027,0.01126806,0.01090761,0.01126806,293.59450983,0.0
2015-10-25,283.03,296.0,282.2,288.27,28720.71,8315290.02,20.80424065,0.01106324,0.01106324,0.01043656,0.01095047,1933.54175472,0.0
2015-10-26,283.96,286.99,279.25,285.82,20790.45,5898921.94,24.65515034,0.01093298,0.01104304,0.01062669,0.01100955,2261.78559081,0.0
2015-10-27,286.9,300.0,286.15,295.17,33675.21,9867602.57,10.4748127,0.01042008,0.0108545,0.01040101,0.01079505,986.57593367,0.0
2015-10-28,295.59,308.48,294.4,304.05,30679.48,9258154.13,16.21492285,0.01008718,0.010618,0.01006592,0.010618,1585.35285302,0.25
2015-10-29,304.77,319.6,301.7,313.73,31657.38,9831879.91,53.66434716,0.01210194,0.01261999,0.0096,0.01008717,4744.71746712,0.0
2015-10-30,314.95,334.05,313.5,328.78,38136.6,12367475.77,54.5515424,0.01194763,0.01257246,0.01131359,0.01210194,4521.86293046,0.0
2015-10-31,328.15,334.67,302.99,310.06,28649.04,9115142.28,5.08599884,0.01154291,0.01212745,0.01149656,0.01194975,427.8138135,0.0
2015-11-01,309.3,329.85,303.01,328.98,14020.62,4435611.06,32.91940741,0.01176335,0.01199971,0.01146113,0.01155883,2786.6909406,0.0
