T,Open,High,Low,Close,Volume BTC,Volume USD,BV,C,H,L,O,V,P
2016-08-03,540.03,572.34,521.0,565.63,15293.43,8385537.77,22.87320195,0.0065755,0.006798,0.00654612,0.00670055,3446.02316996,0.0
2016-08-04,563.99,583.97,552.0,575.52,8428.57,4808420.85,14.08306146,0.0065140300000000005,0.0066,0.00640446,0.00657987,2162.34772364,0.0
2016-08-05,578.14,578.2,562.0,576.64,4733.0,2699273.59,6.17493192,0.0064632100000000005,0.00656333,0.0064,0.006514,958.33464672,0.0
2016-08-06,572.98,592.0,562.56,588.78,6011.14,3464967.59,4.85586712,0.00648632,0.00653796,0.0064005600000000005,0.006520000000000001,752.29049354,0.0
2016-08-07,589.47,598.82,582.12,592.6,2896.89,1712331.58,17.17796355,0.00635656,0.00653718,0.00630026,0.00645,2681.38728292,0.0
2016-08-08,592.47,594.0,583.58,589.46,3171.44,1870768.65,4.70524295,0.00645282,0.00647899,0.00632604,0.00635684,735.9287572000002,0.0
2016-08-09,591.85,591.85,579.43,583.53,3160.44,1848228.25,19.67650565,0.00642287,0.0064576500000000005,0.00630023,0.00637964,3095.24741884,0.0
2016-08-10,582.71,603.0,580.01,591.7,5145.88,3051412.4,3.70984584,0.00630987,0.00643505,0.0063,0.00642176,582.27747248,0.0
2016-08-11,590.46,597.78,585.23,587.57,2506.9,1482748.4,23.65340117,0.0063442,0.006370000000000001,0.00585,0.0063098600000000005,3795.75046075,0.0
2016-08-12,585.25,591.19,580.47,586.0,2133.13,1250458.16,19.54071448,0.00632024,0.006399899999999999,0.00625601,0.00635056,3100.6117381,0.0
2016-08-13,585.34,589.98,581.71,582.11,951.03,557048.78,23.75461032,0.00634882,0.00636488,0.0062580000000000005,0.00635047,3766.64417905,0.0
2016-08-14,583.52,583.92,556.24,567.45,4797.45,2739411.42,35.31738353,0.00641407,0.0064322500000000005,0.0062,0.0063501600000000005,5613.67043823,0.0
2016-08-15,568.76,573.69,554.9,565.79,4530.14,2559974.14,19.60203927,0.00627674,0.00641231,0.0062640000000000005,0.0063627300000000005,3093.88997263,0.0
2016-08-16,564.2,579.8,563.0,577.53,4786.52,2737496.38,8.26218835,0.0062425,0.006314999999999999,0.0062425,0.00630871,1312.83826836,0.0
2016-08-17,574.95,577.86,566.02,570.47,4097.78,2342225.12,9.23212428,0.00630787,0.00632174,0.00624689,0.0062534800000000005,1470.42571038,0.0
2016-08-18,570.91,575.87,568.79,569.71,3956.21,2265207.23,43.80110754,0.00629618,0.0063300000000000006,0.00626,0.0062900000000000005,6971.20369881,0.0
2016-08-19,571.51,574.86,552.3,572.11,4630.18,2640630.83,11.21844385,0.00626636,0.0065249900000000005,0.00626615,0.00628,1767.97035905,0.0
2016-08-20,572.98,580.0,568.52,580.0,2348.32,1351481.73,17.75545928,0.00620501,0.0063100000000000005,0.0061921400000000005,0.0063,2823.67628966,0.0
2016-08-21,577.7,583.99,576.01,578.47,1125.19,651138.86,22.48452999,0.00624348,0.0062525,0.00615,0.00623373,3641.0336057,0.0
2016-08-22,577.55,585.95,572.5,583.85,5054.71,2931957.03,30.41665543,0.00624007,0.00646646,0.006175,0.0061879100000000005,4862.21250077,0.0
2016-08-23,582.78,584.99,576.0,580.71,4177.43,2426513.82,203.07706785,0.00675212,0.00701604,0.0062200300000000005,0.00624001,30575.2732903,0.0
2016-08-24,580.27,582.1,575.4,577.11,2968.77,1718669.83,35.34641083,0.00666902,0.0068200000000000005,0.0065947,0.0067545700000000005,5269.50307978,0.0
2016-08-25,577.65,578.75,571.16,576.99,4193.61,2410666.36,33.11700117,0.00662803,0.00673274,0.00650826,0.00665311,4998.6634968,0.0
2016-08-26,575.75,582.46,574.1,577.84,3265.45,1886798.54,7.72009954,0.00665814,0.00665841,0.00654197,0.00661823,1172.78683039,0.0
2016-08-27,577.92,579.09,564.81,567.41,2689.93,1532934.37,4.66529723,0.0065594500000000005,0.00665843,0.00653488,0.00665478,710.53186171,0.0
2016-08-28,567.51,573.0,566.8,573.0,995.44,567811.88,10.1908883,0.00650213,0.0066069100000000006,0.00648003,0.0065945000000000005,1566.12261979,0.0
2016-08-29,573.2,575.0,568.6,571.5,2325.16,1332938.19,7.358055900000001,0.00652322,0.00659998,0.00648914,0.00650213,1121.94242739,0.0
2016-08-30,570.74,576.5,568.55,575.23,4412.26,2533734.77,8.03054459,0.00657692,0.0066399,0.00651013,0.00658344,1222.43840986,0.0
2016-08-31,575.88,576.49,568.4,570.76,3629.56,2073935.36,9.00959069,0.006575,0.00664501,0.00655131,0.00657692,1362.48806753,0.0
2016-09-01,570.75,572.86,566.86,571.6,2772.91,1580497.14,7.33464448,0.006670000000000001,0.00673273,0.0066,0.0066,1095.80843755,0.0
2016-09-02,571.05,574.2,567.03,572.0,2943.1,1680704.12,7.41934129,0.006657,0.00670999,0.00660454,0.0066700200000000005,1114.89129366,0.0
2016-09-03,572.0,598.64,569.01,592.5,4578.51,2669564.21,7.66839947,0.00647148,0.00667499,0.00643456,0.00665699,1169.10544456,0.0
2016-09-04,596.25,609.05,590.88,604.25,3913.31,2351517.76,20.11528371,0.006542,0.00663059,0.00644011,0.00654772,3072.20312255,0.0
2016-09-05,605.72,607.31,592.46,603.74,3829.55,2301873.17,4.77472302,0.00655693,0.00662936,0.00648403,0.00654152,730.26865921,0.0
2016-09-06,604.98,609.74,601.0,608.96,4030.31,2442751.66,4.17372159,0.006451899999999999,0.00657,0.00643234,0.00652102,640.21676827,0.0
2016-09-07,608.93,615.92,604.7,614.39,4372.18,2669717.29,14.83924375,0.00650417,0.00652991,0.00640636,0.00650896,2292.41027544,0.0
2016-09-08,614.44,628.98,611.66,625.66,4346.02,2704906.63,14.84423381,0.00643325,0.00650945,0.00633403,0.00645031,2305.92753218,0.0
2016-09-09,625.67,627.49,612.93,622.0,3272.66,2031045.12,18.58129127,0.00634384,0.0064315,0.00632087,0.0064315,2920.96726538,0.0
2016-09-10,622.01,625.0,618.67,622.01,1515.24,942782.96,4.95334756,0.0063500200000000005,0.00644498,0.00634099,0.0064055200000000005,776.70909542,0.0
2016-09-11,621.65,628.99,594.63,603.8,5290.23,3212019.0,9.44972383,0.00640868,0.00649108,0.00630465,0.0063500200000000005,1475.90806392,0.0
2016-09-12,604.08,609.15,602.0,607.0,3505.24,2122659.19,36.61163842,0.0063196400000000005,0.00640967,0.00621508,0.00633954,5843.45536679,0.0
2016-09-13,606.4,609.61,603.28,607.73,3452.28,2094788.68,11.48104021,0.00632584,0.00635471,0.00624264,0.00626185,1819.99434658,0.0
2016-09-14,607.45,610.69,605.98,607.89,2886.87,1756240.09,4.44852704,0.00625342,0.00634746,0.00625284,0.00632584,705.52978566,0.0
2016-09-15,608.5,608.99,602.3,605.21,3071.05,1861670.0,15.32357688,0.00632,0.0063466600000000005,0.00621554,0.0062534,2429.17458945,0.0
2016-09-16,606.65,608.99,603.5,605.9,2588.36,1570359.1,11.22036749,0.00630147,0.00632,0.00624248,0.00632,1784.42546876,0.0
2016-09-17,607.04,607.59,601.1,604.04,1109.35,670061.95,4.04874208,0.00625123,0.00632,0.00624576,0.00630147,643.25022799,0.0
2016-09-18,602.93,609.06,601.97,608.0,1289.48,781477.06,4.15342578,0.00625001,0.00631999,0.00624248,0.00631999,662.1085466,0.0
2016-09-19,608.0,609.5,603.0,607.88,2468.15,1499069.38,4.11206429,0.0063149600000000005,0.0063198,0.00625002,0.00625002,654.37817974,0.0
2016-09-20,608.73,608.88,605.35,606.95,2432.7,1476207.69,23.38204859,0.00632442,0.0063300100000000005,0.00625627,0.00631495,3703.12661455,0.0
2016-09-21,601.0,601.01,592.1,594.66,3652.44,2172921.84,18.82905684,0.00629316,0.00638995,0.00626,0.006325,2981.62870685,0.0
2016-09-22,595.46,596.42,592.5,593.95,2312.18,1375604.47,5.66716281,0.006352,0.006352,0.00626083,0.00634991,897.81139902,0.0
2016-09-23,595.42,602.9,593.0,602.53,3967.48,2370015.59,8.71362267,0.00630925,0.0063869,0.00626015,0.00629893,1377.21533817,0.0
2016-09-24,600.47,603.59,597.76,600.14,1092.94,656806.58,4.47466231,0.00636499,0.00637997,0.006302,0.00630901,708.09507973,0.0
2016-09-25,600.05,601.99,596.0,597.41,1073.77,643116.81,9.17864363,0.0063699,0.006370000000000001,0.00630786,0.0063100000000000005,1448.60783579,0.0
2016-09-26,598.95,607.27,596.1,604.28,4005.66,2414023.3,6.17218139,0.0063827400000000005,0.00639876,0.00628815,0.00636991,971.63018857,0.0
2016-09-27,606.7,608.37,600.02,604.57,3019.48,1824191.37,3.46602083,0.00640577,0.00642024,0.00633101,0.0063827400000000005,544.06004325,0.0
2016-09-28,604.26,605.3,601.41,603.71,2180.68,1315801.32,10.07113756,0.00631458,0.0063790900000000005,0.00631458,0.00633968,1589.76397703,0.0
2016-09-29,603.93,605.99,601.0,604.96,2697.69,1628754.16,6.47199703,0.00638356,0.0063938300000000005,0.0063175900000000005,0.00636425,1016.2556387,0.0
2016-09-30,605.59,608.38,603.15,608.26,2621.96,1586425.29,1.96316934,0.00628537,0.00638371,0.00628537,0.00632832,311.12673649,0.0
2016-10-01,608.23,614.28,608.23,612.0,1459.26,892286.51,3.42962478,0.00626,0.0063474,0.00623792,0.00628537,545.25731581,0.0
2016-10-02,612.98,613.0,605.0,608.59,1404.48,854574.81,1.46191901,0.0063,0.0063,0.0062314200000000005,0.00624001,232.92674329,0.0
2016-10-03,608.6,611.59,606.6,611.06,1989.94,1213593.69,3.93891175,0.00624463,0.0063,0.00623382,0.00627788,628.71786863,0.0
2016-10-04,612.84,612.84,604.99,607.18,2940.59,1786596.93,9.25747073,0.00624999,0.00631315,0.00623714,0.00627193,1478.57775976,0.0
2016-10-05,607.19,612.0,605.76,610.98,2263.27,1379508.03,15.11257979,0.00625003,0.0063,0.00624999,0.00624999,2403.30059282,0.0
2016-10-06,608.01,610.5,607.09,610.34,1997.2,1216942.71,20.36496089,0.00622002,0.006282,0.0062055800000000005,0.00625003,3269.61834071,0.0
2016-10-07,610.25,616.34,607.52,614.23,4024.05,2462264.34,6.19759048,0.006220000000000001,0.006255,0.00621733,0.00622007,995.66080213,0.0
2016-10-08,614.88,616.99,612.5,614.48,879.41,540336.72,15.29554864,0.00618,0.006220000000000001,0.00618,0.006220000000000001,2459.96558158,0.0
2016-10-09,614.34,614.98,610.0,613.61,1171.51,718220.14,7.59152777,0.00615834,0.00623272,0.00615093,0.006220000000000001,1223.32461918,0.0
2016-10-10,612.12,616.47,612.12,615.37,2211.59,1359190.87,1.89630217,0.00612371,0.00619,0.006117,0.00618999,308.12141854,0.0
2016-10-11,616.37,639.0,614.56,638.91,8068.14,5087966.79,7.65504497,0.00595302,0.0061617600000000005,0.00595302,0.00612371,1267.0548305,0.0
2016-10-12,638.3,640.0,628.76,635.06,2647.77,1683399.03,18.53939146,0.00600087,0.00600117,0.00590701,0.00594105,3124.72583153,0.0
2016-10-13,634.5,636.0,630.0,635.61,2372.3,1505154.5,12.23761433,0.0061029100000000005,0.00619,0.0059475100000000005,0.00600087,2006.17791395,0.0
2016-10-14,635.16,639.99,630.45,638.38,3126.93,1985398.45,3.49174226,0.00606161,0.00616121,0.00604694,0.00610901,573.13359042,0.0
2016-10-15,638.2,642.0,635.25,636.01,1416.27,904700.03,6.32797943,0.00603043,0.00613713,0.00603043,0.00611835,1038.23328399,0.0
2016-10-16,635.26,641.4,635.18,638.09,1281.36,818316.63,4.01053152,0.0061058200000000005,0.0061058200000000005,0.00601344,0.00603643,662.0856704,0.0
2016-10-17,638.97,639.99,632.1,635.69,3949.98,2511081.05,9.85524829,0.00603998,0.00608266,0.0059825600000000005,0.0060333800000000005,1640.48186546,0.0
2016-10-18,636.96,637.8,631.52,635.58,2723.53,1730619.17,7.75795054,0.00601,0.00608628,0.00598551,0.0060398000000000006,1284.33627352,0.0
2016-10-19,635.95,638.04,624.13,627.98,4438.98,2802783.71,5.60891266,0.00607694,0.00607694,0.00599616,0.00601,926.9151792,0.0
2016-10-20,627.84,630.22,625.0,627.72,2027.49,1272578.99,13.23908013,0.00603,0.00607814,0.00597256,0.00607731,2204.29448432,0.0
2016-10-21,628.05,632.36,627.5,628.99,3021.58,1901772.35,15.19950842,0.00606052,0.00607754,0.00595912,0.006,2537.67287027,0.0
2016-10-22,628.99,656.0,628.57,655.0,4327.45,2796794.12,8.10959409,0.0059,0.00607095,0.00584999,0.0060595200000000005,1365.84124521,0.0
2016-10-23,654.52,656.0,647.51,649.69,2515.06,1638750.59,7.67744958,0.00590587,0.00597653,0.00584201,0.0059,1298.20067451,0.0
2016-10-24,648.71,652.25,640.0,648.14,4619.48,2989151.78,30.77721844,0.00596968,0.0059999,0.00589999,0.0059628,5191.86727187,0.0
2016-10-25,649.03,657.58,643.0,648.33,5962.24,3888441.58,7.54539078,0.00595384,0.00596991,0.00586705,0.0059102600000000005,1277.53313249,0.0
2016-10-26,651.97,677.0,651.69,673.14,6676.41,4439547.37,5.48860433,0.00579047,0.005966,0.0057865,0.00591617,932.64798291,0.0
2016-10-27,674.63,685.89,665.59,682.67,4360.41,2963679.02,10.18634038,0.0058217,0.005915,0.00576021,0.0057948,1743.62885633,0.0
2016-10-28,684.68,687.23,677.05,685.29,3533.3,2418614.56,6.75473952,0.00575,0.00585,0.00571009,0.0058217,1173.3407140999998,0.0
2016-10-29,685.91,717.99,684.89,712.06,4006.35,2818902.89,15.11165771,0.00563542,0.00579124,0.00561792,0.00575,2660.23563424,0.0
2016-10-30,711.1,711.78,691.49,696.36,3701.4,2595213.56,7.70459743,0.00575,0.00579798,0.0056535000000000005,0.00566454,1346.76373685,0.0
2016-10-31,697.1,706.97,683.6,697.67,4633.45,3231182.18,8.20537134,0.00569996,0.00578899,0.00563097,0.00574992,1434.35374596,0.0
2016-11-01,697.04,737.0,695.38,726.6,6513.61,4705903.17,3.6825824000000003,0.0055937,0.00567509,0.00553778,0.0056700100000000005,655.44494941,0.0
2016-11-02,726.6,735.93,717.32,732.99,3993.43,2892450.16,7.09632233,0.00557056,0.00568452,0.0055653000000000005,0.00562411,1263.57021117,0.0
2016-11-03,742.0,745.19,670.32,681.03,12058.18,8590702.9,8.575388499999999,0.00560243,0.00564823,0.00550006,0.00562091,1538.49111334,0.0
2016-11-04,684.84,707.67,681.0,702.98,5281.98,3680627.26,6.41632117,0.00552882,0.00563373,0.00550005,0.00560243,1153.57029665,0.0
2016-11-05,702.95,707.34,694.71,703.63,1903.05,1335523.71,5.08458098,0.0055060000000000005,0.00559999,0.0055000100000000005,0.00551877,913.67840466,0.0
2016-11-06,703.33,714.36,697.92,710.22,2286.86,1616523.29,3.75222377,0.00547924,0.00557923,0.00543323,0.005529999999999999,684.22776557,0.0
2016-11-07,709.92,709.92,698.26,706.5,2980.3,2095201.51,4.46410027,0.00545426,0.00553395,0.0054399800000000005,0.00551859,816.12270006,0.0
2016-11-08,702.86,712.92,701.02,710.19,5507.32,3892295.31,4.23782258,0.00543484,0.0055242600000000005,0.005375,0.0055242600000000005,776.37094773,0.0
2016-11-09,708.17,740.86,705.45,720.44,9704.45,7065921.02,4.05759046,0.00534897,0.00544295,0.00530005,0.00543025,757.59221131,0.0
2016-11-10,721.5,722.0,707.0,714.5,4904.22,3504671.05,1.74034805,0.00538116,0.00538582,0.00531168,0.00537337,324.56013471,0.0
2016-11-11,714.48,720.94,712.24,715.82,3275.09,2344789.75,2.90581057,0.00531221,0.0053806900000000005,0.00530548,0.00537876,543.05956464,0.0
2016-11-12,716.39,716.39,701.0,703.0,2744.07,1940916.08,4.38712936,0.00529956,0.00537531,0.00528713,0.00531199,823.80781053,0.0
2016-11-13,701.17,702.89,683.23,701.51,6019.9,4171893.49,5.7369247,0.0055629600000000005,0.00559857,0.00527502,0.00529881,1063.23481183,0.0
2016-11-14,700.38,705.89,697.14,704.7,7277.37,5098505.82,3.67051721,0.00548041,0.00558459,0.00545669,0.00555227,663.24248216,0.0
2016-11-15,704.98,716.54,703.05,710.82,5632.96,4005033.08,9.55033601,0.00547,0.00559462,0.00537885,0.00548036,1754.92923431,0.0
2016-11-16,711.07,742.87,708.44,737.99,11341.32,8263859.53,21.64190887,0.00528402,0.00555339,0.00523014,0.00547,4000.41925573,0.0
2016-11-17,739.71,749.98,732.22,737.0,6643.37,4943483.12,2.96360716,0.00526893,0.00532988,0.00521466,0.0053146,563.87495804,0.0
2016-11-18,736.0,752.95,731.31,745.99,4252.57,3166648.02,2.27478098,0.00523573,0.00531128,0.00521466,0.00526894,432.09527958,0.0
2016-11-19,748.98,755.07,742.63,749.57,1959.94,1466174.56,9.90075753,0.005257899999999999,0.0053018,0.00518964,0.00523573,1879.85601203,0.0
2016-11-20,750.09,753.82,714.0,727.09,5518.93,4041204.67,23.23456037,0.005401899999999999,0.00541599,0.0051891,0.005257899999999999,4409.20756127,0.0
2016-11-21,727.09,739.2,727.03,736.97,4009.26,2942854.28,3.6388661,0.005315,0.00539031,0.00529252,0.0053903,682.89939402,0.0
2016-11-22,736.92,750.0,730.27,746.61,4968.31,3685436.12,5.02810236,0.0052225,0.00533987,0.00521712,0.0052974,955.70324877,0.0
2016-11-23,749.13,749.98,729.92,740.17,4417.64,3264940.91,3.33079902,0.005239,0.00529008,0.00521712,0.0052225,634.07367283,0.0
2016-11-24,740.18,741.15,729.0,735.7,3998.96,2937407.2,6.32668453,0.00523973,0.00532999,0.0052239,0.005239,1199.6962981,0.0
2016-11-25,735.63,737.03,728.0,737.03,3328.41,2438631.37,2.68541008,0.00532193,0.00532604,0.0052391600000000005,0.005298399999999999,508.07779254,0.0
2016-11-26,736.96,737.56,722.3,729.87,2272.64,1654649.42,3.35006095,0.00524499,0.0053152600000000005,0.00523655,0.0053152600000000005,638.03120717,0.0
2016-11-27,729.91,732.0,722.44,726.12,3436.36,2499926.68,4.52316231,0.005295,0.0052998,0.00524243,0.00524499,855.94172987,0.0
2016-11-28,727.32,732.44,724.1,730.98,4736.73,3454018.44,2.97781771,0.00524263,0.00532515,0.00524263,0.005268999999999999,564.27027796,0.0
2016-11-29,730.99,733.29,721.0,730.99,5193.25,3788691.62,8.37090976,0.005229,0.00529968,0.0052125,0.005246100000000001,1598.13445868,0.0
2016-11-30,730.72,744.49,727.0,742.06,6208.19,4577304.37,4.34701968,0.00515338,0.00527847,0.00515338,0.00521902,835.20212946,0.0
2016-12-01,742.06,754.98,740.18,751.6,6097.42,4569793.09,9.39100464,0.005174,0.00524245,0.00513422,0.00517619,1819.88467501,0.0
2016-12-02,751.55,778.07,750.77,769.99,8062.0,6181050.26,3.69907925,0.005037399999999999,0.00514338,0.00503307,0.00513423,726.63365069,0.0
2016-12-03,770.91,770.99,752.41,762.79,2763.36,2107293.54,3.19093927,0.0050842100000000005,0.0051199900000000005,0.00503375,0.00508483,628.19952233,0.0
2016-12-04,762.97,762.97,752.41,761.99,3143.49,2385412.41,7.68520733,0.00503544,0.0051199900000000005,0.0050337,0.00507775,1511.38202918,0.0
2016-12-05,762.0,762.09,743.0,750.0,5540.78,4155543.78,31.31904779,0.00468604,0.005095000000000001,0.00425577,0.00503509,6686.15410743,0.0
2016-12-06,749.51,759.9,747.99,758.91,6703.0,5062327.13,13.48211675,0.00460745,0.0046834,0.00458386,0.0046246,2913.66480362,0.0
2016-12-07,758.97,769.61,751.78,766.85,4745.99,3616332.71,7.66278652,0.00471992,0.0047992,0.00461051,0.00461535,1624.44348535,0.0
2016-12-08,764.05,772.01,762.29,767.96,4475.48,3438246.11,9.71773964,0.00481799,0.0048869,0.00472835,0.00472929,2020.57134523,0.0
2016-12-09,766.84,773.99,766.29,769.49,2855.94,2200017.6,2.4416912,0.00478,0.00483259,0.00475773,0.00477705,510.20916941,0.0
2016-12-10,769.57,774.12,768.11,772.35,2197.94,1698016.64,10.79123634,0.0047183500000000005,0.00480339,0.00471832,0.00475845,2282.34453612,0.0
2016-12-11,772.28,772.28,764.01,768.19,1378.71,1058389.27,3.9101847000000003,0.00475,0.00478001,0.00471832,0.00474998,824.00350279,0.0
2016-12-12,768.97,779.0,768.96,777.93,2790.93,2163450.23,5.33415578,0.0047021,0.0047713,0.00466987,0.00472423,1127.53217524,0.0
2016-12-13,777.0,793.27,765.1,778.71,4840.32,3767383.2,4.60671979,0.0046564200000000005,0.00472673,0.00465136,0.00470216,982.81335558,0.0
2016-12-14,775.35,781.0,770.74,776.29,2309.6,1793918.87,1.1581264,0.0046878200000000005,0.00470674,0.00463503,0.00470285,248.23652269,0.0
2016-12-15,777.03,779.08,771.0,774.79,2948.47,2290042.69,5.89275182,0.00465536,0.0047266800000000005,0.00462949,0.0046381700000000005,1252.90625969,0.0
2016-12-16,776.3,782.46,771.24,780.35,3290.32,2561600.07,7.36965818,0.00461999,0.00473531,0.00461999,0.00471085,1573.50907548,0.0
2016-12-17,781.32,790.88,780.36,788.4,2387.99,1876973.65,10.83360494,0.0046999500000000005,0.0046999500000000005,0.00457005,0.004651,2340.45666757,0.0
2016-12-18,788.3,790.99,780.0,788.68,2516.86,1981286.28,3.05273886,0.0046790600000000005,0.0046893,0.00463308,0.00466201,656.47979504,0.0
2016-12-19,788.34,794.39,787.01,790.65,3878.35,3069394.12,21.49810294,0.0046,0.0047,0.0046,0.0046790600000000005,4597.67737545,0.0
2016-12-20,791.03,803.0,787.1,801.02,3979.47,3156234.61,3.44685321,0.00461011,0.00463999,0.004575,0.0046315,745.0560237000002,0.0
2016-12-21,798.65,830.01,796.82,828.1,9191.56,7502025.03,4.75930055,0.00437127,0.00461215,0.00437127,0.004575,1057.88489113,0.0
2016-12-22,832.02,875.0,827.29,858.94,12029.93,10296745.43,5.1300849,0.00429999,0.00440882,0.00423878,0.00437124,1190.04566166,0.0
2016-12-23,858.94,920.0,858.93,916.0,16185.92,14525838.63,39.61520231,0.00499927,0.00509014,0.00407401,0.00429999,8682.00889393,0.0
2016-12-24,914.48,918.5,878.89,892.63,5987.56,5390303.22,47.18576549,0.00496823,0.00517472,0.00478964,0.00499924,9448.39487408,0.0
2016-12-25,892.61,894.97,859.0,891.67,3974.2,3478222.78,30.03401312,0.00477709,0.00497776,0.00470098,0.00495657,6230.30717222,0.0
2016-12-26,890.65,905.18,888.0,899.1,3461.33,3111630.61,13.2296405,0.00472,0.00482843,0.00465629,0.00480912,2804.20142244,0.0
2016-12-27,897.82,936.42,891.0,929.92,7170.3,6613609.53,9.00004496,0.00468226,0.004799899999999999,0.00461829,0.00472,1912.85284957,0.0
2016-12-28,930.34,975.97,929.49,975.97,12023.35,11488843.01,7.25686814,0.00465384,0.00477946,0.00460067,0.00471841,1547.95686827,0.0
2016-12-29,976.46,980.74,950.0,968.99,7785.7,7528704.36,10.82062373,0.00466604,0.00476755,0.00460725,0.00461039,2308.47032251,0.0
2016-12-30,969.99,970.0,931.0,959.03,10687.6,10164057.18,15.40939732,0.004556,0.00474714,0.00450033,0.0046824,3341.92896109,0.0
2016-12-31,959.54,966.37,944.11,964.32,4029.84,3850228.19,6.34590451,0.00452908,0.0045993200000000005,0.00447585,0.0045993200000000005,1402.73877265,0.0
2017-01-01,966.34,1005.0,960.53,998.8,6665.42,6579903.85,10.44358943,0.00449,0.00458555,0.00443365,0.00453135,2312.92238997,0.0
2017-01-02,997.75,1032.0,990.01,1014.1,8085.06,8190254.59,15.94563108,0.00452079,0.0046091000000000005,0.00441682,0.00452175,3539.40270474,0.0
2017-01-03,1011.44,1039.0,999.99,1036.99,8779.72,8955192.92,6.80984672,0.0044206,0.00456625,0.004405,0.0044647,1535.33520969,0.0
2017-01-04,1035.51,1139.89,1028.56,1122.56,21371.6,23257162.08,31.852368100000003,0.00400027,0.00444,0.004,0.0044206,7561.78940994,0.25
2017-01-05,1114.38,1136.72,885.41,994.02,34736.36,35036904.22,70.01543634,0.0042585,0.0046999500000000005,0.003954999999999999,0.00412337,16101.56324502,0.0
2017-01-06,1004.73,1026.99,871.0,891.56,27597.93,25238781.34,24.91743463,0.00432,0.00454794,0.004168,0.00425912,5700.18464778,0.0
2017-01-07,894.02,906.0,812.28,897.14,19697.24,17026388.21,18.61886456,0.0043860900000000005,0.00455,0.00425048,0.00432,4234.76311909,0.0
2017-01-08,906.2,941.81,881.3,906.17,8849.68,8088448.27,6.88700536,0.00435094,0.00447235,0.004229999999999999,0.00438677,1585.25299164,0.0
2017-01-09,909.8,912.87,875.0,899.99,8663.98,7733150.91,30.48704468,0.00476679,0.00495,0.00434306,0.0043617000000000005,6487.86713722,0.0
2017-01-10,896.09,912.47,889.41,907.96,7931.46,7157833.4,62.41771347,0.00502137,0.00518808,0.0047567,0.00476679,12544.20455551,0.0
2017-01-11,905.05,918.4,755.0,788.81,35446.63,29111252.67,68.20026269,0.004978,0.00511456,0.00462434,0.00509217,13888.91967993,0.0
2017-01-12,778.7,832.99,751.34,816.0,17298.71,13545426.73,16.69885766,0.00492337,0.0051,0.00491229,0.0049780300000000005,3326.99907843,0.0
2017-01-13,807.51,831.4,775.0,826.9,11298.84,9133431.3,12.59734122,0.00478577,0.00504018,0.00475704,0.00494016,2571.21403488,0.0
2017-01-14,825.98,837.76,810.0,819.66,6581.1,5442676.2,17.85602318,0.0048200000000000005,0.00482594,0.00469764,0.00481404,3751.7273994,0.0
2017-01-15,819.52,823.45,808.0,822.47,4203.56,3432426.03,6.13173705,0.00478927,0.00482594,0.00473517,0.00479716,1284.78713011,0.0
2017-01-16,821.86,835.0,818.09,829.62,6136.18,5082219.0,17.59111078,0.00467122,0.0047887,0.0046500000000000005,0.0047887,3728.36886386,0.0
2017-01-17,831.76,908.5,827.0,906.08,12173.38,10693223.8,12.60535884,0.00435532,0.00467123,0.00432553,0.00467122,2832.29435875,0.0
2017-01-18,905.95,915.99,851.74,876.74,11022.4,9689310.45,12.21281269,0.0043849,0.00448995,0.00432074,0.00432364,2788.078348,0.0
2017-01-19,887.69,910.0,878.89,900.46,11066.52,9904314.22,19.34041293,0.00434191,0.00442021,0.00427843,0.0043849200000000005,4445.74403427,0.0
2017-01-20,902.23,902.43,880.0,895.62,6605.45,5904057.73,6.13461654,0.00433547,0.00438802,0.00428164,0.00434193,1414.6726957,0.0
2017-01-21,895.81,928.0,895.0,921.1,5817.93,5329454.56,8.66568711,0.0042639900000000005,0.004372999999999999,0.00420711,0.00434187,2028.26785038,0.0
2017-01-22,921.98,937.74,886.76,919.39,7066.33,6476841.64,14.30168643,0.00416396,0.00427485,0.00411801,0.00422912,3416.96540488,0.0
2017-01-23,923.75,927.57,913.21,921.39,3339.46,3073522.47,16.21968148,0.0041600000000000005,0.00422201,0.00413647,0.00418996,3887.63255946,0.0
2017-01-24,913.15,923.0,886.27,893.0,8821.87,7978981.16,16.32018931,0.00418838,0.00423854,0.00414134,0.00417515,3887.21405929,0.0
2017-01-25,885.47,904.01,884.5,892.95,5289.95,4724511.12,8.09381139,0.00414768,0.004220000000000001,0.00409,0.004220000000000001,1943.48425551,0.0
2017-01-26,893.25,919.49,892.86,916.34,5107.77,4635817.25,19.97497357,0.0041562100000000005,0.00423853,0.0040723,0.0041,4767.92331128,0.0
2017-01-27,914.95,924.88,908.01,917.84,4817.73,4422003.07,19.65615553,0.00421393,0.00423885,0.00413275,0.00421751,4700.04225181,0.0
2017-01-28,918.02,920.99,913.08,917.75,1144.75,1050315.48,16.00851264,0.0042194500000000005,0.0042365,0.0041600000000000005,0.00421393,3804.30363867,0.0
2017-01-29,918.6,919.99,910.45,913.1,1322.86,1210874.32,5.97759146,0.0041909,0.00422497,0.00416123,0.00419504,1423.82944989,0.0
2017-01-30,913.12,923.0,910.0,921.08,2997.2,2750934.15,64.59916351,0.00444851,0.00444851,0.00419148,0.00422479,15033.745815,0.0
2017-01-31,919.99,970.0,917.5,965.01,9315.91,8839243.99,82.12188772,0.00418052,0.00456338,0.00417573,0.00444804,18635.01773751,0.0
